county,yearG3,sex,raceCode,CAUSE,Ndeaths,Level,pop,aRate,aLCI,aUCI,aSE,bestRate,bestSE,lowRace,rateRatio,Ztest,pValue,pMark,causeName
Kern,2016-2018,Total,White-NH,B17,93,lev2,989179,6.83341,5.49004,8.49225,0.723058,4.2958,0.815576,Hisp,1.591,2.3282030059780356,0.009950663325413167,Higher,Leukaemia
Kern,2016-2018,Total,White-NH,B99,256,lev2,989179,18.7422,16.4608,21.3286,1.20162,13.9249,1.46442,Hisp,1.346,2.5430345870775852,0.005494717521263959,Higher,Other malignant neoplasms
Kern,2016-2018,Total,White-NH,C99,435,lev2,989179,32.5602,29.505,35.9187,1.597,14.2086,1.50845,Hisp,2.292,8.35387373877404,0,Higher,Other or unspecified cardiovascular diseases
Kern,2016-2018,Total,White-NH,D04,499,lev2,989179,45.4014,41.2893,49.8575,2.14756,13.1509,1.10104,Hisp,3.452,13.36332315274166,0,Higher,Substance use
Kern,2016-2018,Total,White-NH,D09,187,lev2,989179,13.7878,11.8376,16.0464,1.03287,7.76426,1.16239,Hisp,1.776,3.873702459375259,5.3597137718019994e-5,Higher,Digestive diseases (excluding cirrhosis)
Kern,2016-2018,Total,White-NH,D12,32,lev2,989179,3.53254,2.39529,5.06121,0.637515,3.49875,0.498004,Hisp,1.01,0.041769134588695855,0.4833413702800765,Same,Congenital anomalies
Kern,2016-2018,Total,White-NH,D66,953,lev2,989179,67.943,63.6559,72.5192,2.2227,19.9301,1.94088,Hisp,3.409,16.270969448513966,0,Higher,Chronic obstructive pulmonary disease
Kern,2016-2018,Total,White-NH,D68,200,lev2,989179,14.4343,12.4721,16.6997,1.03766,11.5355,1.3969,Hisp,1.251,1.6658482962876888,0.047871816951768675,Same,Other respiratory diseases
Kern,2016-2018,Total,White-NH,D99,182,lev2,989179,13.5627,11.62,15.8153,1.02943,11.3754,1.39567,Hisp,1.192,1.261237304811129,0.10361168094442963,Same,Other Chronic Conditions
Kern,2016-2018,Total,White-NH,E01,416,lev2,989179,37.6013,33.9188,41.6235,1.92702,18.5669,4.03203,Asian-NH,2.025,4.259345328663039,1.0251325612387063e-5,Higher,Unintentional injuries
Kern,2016-2018,Total,White-NH,E02,193,lev2,989179,17.6364,15.1284,20.4915,1.32867,7.92925,0.803518,Hisp,2.224,6.251621441532851,2.0310653159327785e-10,Higher,Suicide/Self-harm
Kern,2016-2018,Total,White-NH,Z01,35,lev2,989179,2.88927,1.98236,4.14727,0.506976,2.88927,0.506976,White-NH,1,0,0.5,Lowest,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
Kings,2016-2018,Total,Hisp,C03,50,lev2,252717,37.3432,27.2132,50.3478,5.58192,32.4594,4.02472,White-NH,1.15,0.7096912300359742,0.2389478158863112,Same,Stroke
Kings,2016-2018,Total,Hisp,D10,27,lev2,252717,18.1345,11.6166,27.4882,3.70331,17.5113,2.93935,White-NH,1.036,0.13180960805814748,0.4475674433662854,Same,Kidney diseases
Kings,2016-2018,Total,Hisp,D11,51,lev2,252717,29.8111,21.888,40.2997,4.35804,16.6584,3.02845,White-NH,1.79,2.4783781787272807,0.006599058609223385,Higher,Cirrhosis of the liver
Kings,2016-2018,Total,Hisp,E01,67,lev2,252717,32.2059,24.1916,42.7083,4.38412,23.5997,3.6923,White-NH,1.365,1.5014816699522942,0.06661551210320504,Same,Unintentional injuries
Kings,2016-2018,Total,Hisp,E03,24,lev2,252717,9.26888,5.87014,15.136,1.93628,9.26888,1.93628,Hisp,1,0,0.5,Lowest,Homicide/Interpersonal violence
Kings,2016-2018,Total,White-NH,A07,31,lev2,156134,16.0312,10.763,23.7667,2.9602,16.0312,2.9602,White-NH,1,0,0.5,Lowest,Respiratory infections
Kings,2016-2018,Total,White-NH,A99,48,lev2,156134,23.5073,17.2922,32.0446,3.41701,21.4103,4.08551,Hisp,1.098,0.3937214286201893,0.346893359440384,Same,Other Infectious Diseases
Kings,2016-2018,Total,White-NH,B04,30,lev2,156134,14.5322,9.76325,21.7096,2.67923,14.5322,2.67923,White-NH,1,0,0.5,Lowest,Colon and rectum cancers
Kings,2016-2018,Total,White-NH,B06,25,lev2,156134,11.6242,7.50424,18.1681,2.33656,11.6242,2.33656,White-NH,1,0,0.5,Lowest,Pancreas cancer
Kings,2016-2018,Total,White-NH,B07,93,lev2,156134,45.6783,36.7724,56.8213,4.79117,17.5129,3.97495,Hisp,2.608,4.524275483691186,3.0301373143970523e-6,Higher,"Trachea, bronchus and lung cancers"
Kings,2016-2018,Total,White-NH,B16,24,lev2,156134,11.7377,7.48893,18.447,2.41634,11.7377,2.41634,White-NH,1,0,0.5,Lowest,Lymphomas and multiple myeloma
Kings,2016-2018,Total,White-NH,B99,41,lev2,156134,19.9174,14.2314,27.9556,3.14792,14.3985,3.09701,Hisp,1.383,1.2497568252842117,0.10569419605700525,Same,Other malignant neoplasms
Kings,2016-2018,Total,White-NH,C01,42,lev2,156134,20.2348,14.553,28.2506,3.14069,20.2348,3.14069,White-NH,1,0,0.5,Lowest,Hypertensive heart disease
Kings,2016-2018,Total,White-NH,C02,228,lev2,156134,110.194,96.2353,126.287,7.3626,87.4319,8.56234,Hisp,1.26,2.0156751607382137,0.021916977325094122,Same,Ischaemic heart disease
Kings,2016-2018,Total,White-NH,C05,63,lev2,156134,30.485,23.3583,39.8885,3.88002,22.9907,4.48442,Hisp,1.326,1.263800053809643,0.10315090094224344,Same,Congestive heart failure
Kings,2016-2018,Total,White-NH,C99,65,lev2,156134,32.9146,25.2875,42.8548,4.14979,16.3589,3.65294,Hisp,2.012,2.994589397948836,0.0013740725495396955,Higher,Other or unspecified cardiovascular diseases
Kings,2016-2018,Total,White-NH,D04,24,lev2,156134,12.8664,8.13924,20.131,2.69383,12.8664,2.69383,White-NH,1,0,0.5,Lowest,Substance use
Kings,2016-2018,Total,White-NH,D05,137,lev2,156134,66.1959,55.5446,79.0162,5.67291,42.5364,6.5424,Hisp,1.556,2.732238695460006,0.003145277421689796,Higher,Alzheimer’s disease and other dementias
Kings,2016-2018,Total,White-NH,D06,23,lev2,156134,11.7079,7.3725,18.5401,2.47323,11.7079,2.47323,White-NH,1,0,0.5,Lowest,Other neurological conditions
Kings,2016-2018,Total,White-NH,D09,29,lev2,156134,14.1843,9.37531,21.4429,2.71219,14.1843,2.71219,White-NH,1,0,0.5,Lowest,Digestive diseases (excluding cirrhosis)
Kings,2016-2018,Total,White-NH,D66,99,lev2,156134,47.3219,38.4248,58.4181,4.77648,19.1039,4.28821,Hisp,2.477,4.396014763455362,5.512821911524135e-6,Higher,Chronic obstructive pulmonary disease
Kings,2016-2018,Total,White-NH,D68,21,lev2,156134,9.50172,5.87138,15.5874,2.08023,9.50172,2.08023,White-NH,1,0,0.5,Lowest,Other respiratory diseases
Kings,2016-2018,Total,White-NH,E02,28,lev2,156134,15.9182,10.4741,23.9033,3.07369,15.9182,3.07369,White-NH,1,0,0.5,Lowest,Suicide/Self-harm
Lake,2016-2018,Total,White-NH,A07,53,lev2,143736,20.2094,14.9688,27.907,2.8765,20.2094,2.8765,White-NH,1,0,0.5,Lowest,Respiratory infections
Lake,2016-2018,Total,White-NH,A99,48,lev2,143736,19.5904,14.0719,27.6633,3.05131,19.5904,3.05131,White-NH,1,0,0.5,Lowest,Other Infectious Diseases
Lake,2016-2018,Total,White-NH,B02,21,lev2,143736,7.27798,4.4036,12.8928,1.6552,7.27798,1.6552,White-NH,1,0,0.5,Lowest,Oesophagus cancer
Lake,2016-2018,Total,White-NH,B04,42,lev2,143736,16.136,11.2608,23.5882,2.71429,16.136,2.71429,White-NH,1,0,0.5,Lowest,Colon and rectum cancers
Lake,2016-2018,Total,White-NH,B06,25,lev2,143736,8.44998,5.42417,14.1344,1.71835,8.44998,1.71835,White-NH,1,0,0.5,Lowest,Pancreas cancer
Lake,2016-2018,Total,White-NH,B07,124,lev2,143736,45.3807,37.3354,55.7151,4.30546,45.3807,4.30546,White-NH,1,0,0.5,Lowest,"Trachea, bronchus and lung cancers"
Lake,2016-2018,Total,White-NH,B09,30,lev2,143736,11.096,7.34157,17.4707,2.11691,11.096,2.11691,White-NH,1,0,0.5,Lowest,Breast cancer
Lake,2016-2018,Total,White-NH,B12,28,lev2,143736,10.825,7.11359,17.167,2.09604,10.825,2.09604,White-NH,1,0,0.5,Lowest,Prostate cancer
Lake,2016-2018,Total,White-NH,B99,83,lev2,143736,32.0863,25.237,41.3164,3.70553,32.0863,3.70553,White-NH,1,0,0.5,Lowest,Other malignant neoplasms
Lake,2016-2018,Total,White-NH,C01,64,lev2,143736,24.6987,18.774,33.0515,3.2318,24.6987,3.2318,White-NH,1,0,0.5,Lowest,Hypertensive heart disease
Lake,2016-2018,Total,White-NH,C02,254,lev2,143736,97.2714,85.2321,111.502,6.34489,97.2714,6.34489,White-NH,1,0,0.5,Lowest,Ischaemic heart disease
Lake,2016-2018,Total,White-NH,C03,108,lev2,143736,43.82,35.5402,54.4597,4.44634,43.82,4.44634,White-NH,1,0,0.5,Lowest,Stroke
Lake,2016-2018,Total,White-NH,C04,38,lev2,143736,14.8624,10.2095,22.1119,2.60027,14.8624,2.60027,White-NH,1,0,0.5,Lowest,"Cardiomyopathy, myocarditis, endocarditis"
Lake,2016-2018,Total,White-NH,C05,43,lev2,143736,17.1119,12.3447,24.3734,2.63319,17.1119,2.63319,White-NH,1,0,0.5,Lowest,Congestive heart failure
Lake,2016-2018,Total,White-NH,C99,81,lev2,143736,31.503,24.8395,40.5281,3.60291,31.503,3.60291,White-NH,1,0,0.5,Lowest,Other or unspecified cardiovascular diseases
Lake,2016-2018,Total,White-NH,D02,26,lev2,143736,11.2789,7.00065,18.333,2.44893,11.2789,2.44893,White-NH,1,0,0.5,Lowest,"Endocrine, blood, immune disorders"
Lake,2016-2018,Total,White-NH,D04,82,lev2,143736,43.054,32.8887,56.0086,5.53835,43.054,5.53835,White-NH,1,0,0.5,Lowest,Substance use
Lake,2016-2018,Total,White-NH,D05,173,lev2,143736,70.2486,60.1227,82.6002,5.36722,70.2486,5.36722,White-NH,1,0,0.5,Lowest,Alzheimer’s disease and other dementias
Lake,2016-2018,Total,White-NH,D06,63,lev2,143736,25.6256,19.1779,34.5847,3.53025,25.6256,3.53025,White-NH,1,0,0.5,Lowest,Other neurological conditions
Lake,2016-2018,Total,White-NH,D09,41,lev2,143736,17.3589,11.879,25.5161,3.06517,17.3589,3.06517,White-NH,1,0,0.5,Lowest,Digestive diseases (excluding cirrhosis)
Lake,2016-2018,Total,White-NH,D10,60,lev2,143736,25.1197,18.7685,33.9797,3.47877,25.1197,3.47877,White-NH,1,0,0.5,Lowest,Kidney diseases
Lake,2016-2018,Total,White-NH,D11,73,lev2,143736,31.9852,24.0659,42.5292,4.33043,31.9852,4.33043,White-NH,1,0,0.5,Lowest,Cirrhosis of the liver
Lake,2016-2018,Total,White-NH,D66,165,lev2,143736,59.8026,50.8301,70.9765,4.76384,59.8026,4.76384,White-NH,1,0,0.5,Lowest,Chronic obstructive pulmonary disease
Lake,2016-2018,Total,White-NH,D68,51,lev2,143736,20.9833,15.2103,29.3067,3.18515,20.9833,3.18515,White-NH,1,0,0.5,Lowest,Other respiratory diseases
Lake,2016-2018,Total,White-NH,D99,35,lev2,143736,14.1679,9.59908,21.3573,2.56165,14.1679,2.56165,White-NH,1,0,0.5,Lowest,Other Chronic Conditions
Lake,2016-2018,Total,White-NH,E01,105,lev2,143736,52.1643,41.3043,65.699700000000007,5.86588,52.1643,5.86588,White-NH,1,0,0.5,Lowest,Unintentional injuries
Lake,2016-2018,Total,White-NH,E02,46,lev2,143736,29.6517,20.8726,41.4233,4.87768,29.6517,4.87768,White-NH,1,0,0.5,Lowest,Suicide/Self-harm
Lake,2016-2018,Total,White-NH,Z01,23,lev2,143736,10.2122,6.09516,17.1635,2.37836,10.2122,2.37836,White-NH,1,0,0.5,Lowest,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
Lassen,2016-2018,Total,White-NH,C02,78,lev2,67376.3,87.8264,69.0001,111.75,10.188,87.8264,10.188,White-NH,1,0,0.5,Lowest,Ischaemic heart disease
Lassen,2016-2018,Total,White-NH,D04,23,lev2,67376.3,29.1759,18.1714,45.9431,6.294,29.1759,6.294,White-NH,1,0,0.5,Lowest,Substance use
Los Angeles,2016-2018,Total,AIAN-NH,D11,28,lev2,58886.2,35.2817,23.0394,54.2867,6.92431,5.02458,0.306197,Asian-NH,7.022,4.365428472672996,6.343690721943851e-6,Higher,Cirrhosis of the liver
Los Angeles,2016-2018,Total,Asian-NH,A01,39,lev2,4249770,0.68105,0.482158,0.965828,0.110355,0.380864,0.0620588,Hisp,1.788,2.370992421147039,0.008870197427104598,Higher,Tuberculosis
Los Angeles,2016-2018,Total,Asian-NH,B03,380,lev2,4249770,6.46238,5.81747,7.18345,0.337644,3.35564,0.16675,White-NH,1.926,8.249981239355934,1.1102230246251565e-16,Higher,Stomach cancer
Los Angeles,2016-2018,Total,Black-NH,A02,193,lev2,2510480,6.76376,5.81438,7.84216,0.502671,0.527313,0.108307,Asian-NH,12.827,12.128287865795597,0,Higher,HIV/ and other Sexually transmitted diseases (STDs)
Los Angeles,2016-2018,Total,Black-NH,A06,64,lev2,2510480,1.94072,1.48765,2.51733,0.246639,1.5061,0.164206,Asian-NH,1.289,1.4668181770805493,0.07121276179147051,Same,Hepatitis
Los Angeles,2016-2018,Total,Black-NH,A07,678,lev2,2510480,23.2336,21.4954,25.0943,0.904,15.6718,0.412619,Hisp,1.483,7.609622888615226,1.3766765505351941e-14,Higher,Respiratory infections
Los Angeles,2016-2018,Total,Black-NH,A09,142,lev2,2510480,7.14609,6.0188,8.42604,0.599848,2.10258,0.238347,Asian-NH,3.399,7.8137448299081695,2.7755575615628914e-15,Higher,Neonatal conditions
Los Angeles,2016-2018,Total,Black-NH,A99,183,lev2,2510480,6.43754,5.52028,7.48275,0.48596,3.40636,0.249182,Asian-NH,1.89,5.550375698804374,1.4252816593618434e-8,Higher,Other Infectious Diseases
Los Angeles,2016-2018,Total,Black-NH,B04,529,lev2,2510480,18.1648,16.6211,19.8323,0.804995,10.5423,0.319789,Hisp,1.723,8.800050866333136,0,Higher,Colon and rectum cancers
Los Angeles,2016-2018,Total,Black-NH,B06,389,lev2,2510480,12.7643,11.5077,14.1421,0.657662,8.66459,0.295136,Hisp,1.473,5.687328323983839,6.452110956622903e-9,Higher,Pancreas cancer
Los Angeles,2016-2018,Total,Black-NH,B09,507,lev2,2510480,17.0451,15.5656,18.6471,0.771873,7.40307,0.259647,Hisp,2.302,11.839810423411713,0,Higher,Breast cancer
Los Angeles,2016-2018,Total,Black-NH,B10,227,lev2,2510480,7.52428,6.55603,8.61646,0.510987,3.26657,0.24584,Asian-NH,2.303,7.5085345563155625,2.986499936241671e-14,Higher,Uterine cancer
Los Angeles,2016-2018,Total,Black-NH,B12,516,lev2,2510480,17.4882,15.9941,19.1043,0.779206,3.88099,0.257611,Asian-NH,4.506,16.58028885324164,0,Higher,Prostate cancer
Los Angeles,2016-2018,Total,Black-NH,B13,104,lev2,2510480,3.54773,2.88479,4.33885,0.355788,1.99671,0.188512,Asian-NH,1.777,3.852091450267466,5.855663344511708e-5,Higher,"Kidney, renal pelvis and ureter cancer"
Los Angeles,2016-2018,Total,Black-NH,B16,278,lev2,2510480,9.5512,8.44239,10.785,0.583121,5.74911,0.319319,Asian-NH,1.661,5.718917744005645,5.360233701345862e-9,Higher,Lymphomas and multiple myeloma
Los Angeles,2016-2018,Total,Black-NH,B99,565,lev2,2510480,19.1289,17.5553,20.8252,0.819979,11.4601,0.46058,Asian-NH,1.669,8.154148503212898,2.220446049250313e-16,Higher,Other malignant neoplasms
Los Angeles,2016-2018,Total,Black-NH,C01,1486,lev2,2510480,50.3075,47.7386,52.9977,1.3277,17.5211,0.545832,Asian-NH,2.871,22.839377064653164,0,Higher,Hypertensive heart disease
Los Angeles,2016-2018,Total,Black-NH,C04,467,lev2,2510480,16.0212,14.5741,17.5922,0.755677,4.06103,0.276747,Asian-NH,3.945,14.861808140467673,0,Higher,"Cardiomyopathy, myocarditis, endocarditis"
Los Angeles,2016-2018,Total,Black-NH,C05,698,lev2,2510480,24.1285,22.3496,26.0302,0.92483,9.56993,0.398166,Asian-NH,2.521,14.458810793368686,0,Higher,Congestive heart failure
Los Angeles,2016-2018,Total,Black-NH,C99,685,lev2,2510480,24.0887,22.2887,26.0133,0.936099,9.23028,0.400942,Asian-NH,2.61,14.59068731615588,0,Higher,Other or unspecified cardiovascular diseases
Los Angeles,2016-2018,Total,Black-NH,D01,798,lev2,2510480,26.8044,24.9446,28.7858,0.965855,12.2217,0.461621,Asian-NH,2.193,13.622328520112408,0,Higher,Diabetes mellitus
Los Angeles,2016-2018,Total,Black-NH,D02,371,lev2,2510480,12.9173,11.6075,14.353,0.686075,3.67673,0.260115,Asian-NH,3.513,12.593976709552855,0,Higher,"Endocrine, blood, immune disorders"
Los Angeles,2016-2018,Total,Black-NH,D09,281,lev2,2510480,9.63701,8.52537,10.8733,0.584491,3.66749,0.254894,Asian-NH,2.628,9.361713822885308,0,Higher,Digestive diseases (excluding cirrhosis)
Los Angeles,2016-2018,Total,Black-NH,D12,89,lev2,2510480,3.97285,3.17718,4.91528,0.428737,2.19332,0.186033,White-NH,1.811,3.807636153635477,7.01507479221597e-5,Higher,Congenital anomalies
Los Angeles,2016-2018,Total,Black-NH,D67,56,lev2,2510480,2.31536,1.73467,3.04008,0.317855,0.566319,0.0717786,Hisp,4.088,5.367480976985217,3.9921963290723284e-8,Higher,Asthma
Los Angeles,2016-2018,Total,Black-NH,D99,347,lev2,2510480,12.2072,10.9346,13.6058,0.667114,5.09297,0.297961,Asian-NH,2.397,9.73710223750718,0,Higher,Other Chronic Conditions
Los Angeles,2016-2018,Total,Black-NH,E01,677,lev2,2510480,24.9697,23.0773,26.9913,0.984442,10.9697,0.470014,Asian-NH,2.276,12.833567521395997,0,Higher,Unintentional injuries
Los Angeles,2016-2018,Total,Black-NH,E03,558,lev2,2510480,22.4133,20.5596,24.4015,0.966072,1.81653,0.20928,Asian-NH,12.339,20.836804537242973,0,Higher,Homicide/Interpersonal violence
Los Angeles,2016-2018,Total,Black-NH,Z01,87,lev2,2510480,3.42791,2.7263,4.26874,0.378559,0.83849,0.140742,Asian-NH,4.088,6.411435027856116,7.207812124931934e-11,Higher,"Symptoms, signs and ill-defined conditions, not elsewhere classified"
Los Angeles,2016-2018,Total,Hisp,A04,25,lev2,15371400,0.209039,0.131401,0.321541,0.0443083,0.209039,0.0443083,Hisp,1,0,0.5,Lowest,Meningitis
Los Angeles,2016-2018,Total,Hisp,A08,40,lev2,15371400,0.246054,0.175217,0.346432,0.0392487,0.246054,0.0392487,Hisp,1,0,0.5,Lowest,Maternal conditions
Los Angeles,2016-2018,Total,Hisp,B05,1076,lev2,15371400,9.8703,9.26652,10.5066,0.312879,5.74479,0.213041,White-NH,1.718,10.89896498555616,0,Higher,Liver cancer
Los Angeles,2016-2018,Total,Hisp,D68,701,lev2,15371400,7.05853,6.53037,7.62074,0.274679,3.73807,0.25884,Asian-NH,1.888,8.797758951792352,0,Higher,Other respiratory diseases
Los Angeles,2016-2018,Total,NHPI-NH,B07,22,lev2,72035.2,37.6711,23.1534,58.8084,8.32929,13.2867,0.375652,Hisp,2.835,2.924575633219612,0.0017246312391016039,Higher,"Trachea, bronchus and lung cancers"
Los Angeles,2016-2018,Total,NHPI-NH,C02,129,lev2,72035.2,218.844,180.992,262.957,20.231,72.5973,1.11338,Asian-NH,3.014,7.217919786954775,2.639000129533997e-13,Higher,Ischaemic heart disease
Los Angeles,2016-2018,Total,NHPI-NH,C03,31,lev2,72035.2,53.3847,35.5306,77.8343,10.0529,30.8701,0.730917,Asian-NH,1.729,2.233716163717265,0.01275087738854741,Same,Stroke
Los Angeles,2016-2018,Total,NHPI-NH,D10,35,lev2,72035.2,59.3047,40.6965,84.3616,10.4017,14.0843,0.329367,White-NH,4.211,4.34522691518574,6.956588148532283e-6,Higher,Kidney diseases
Los Angeles,2016-2018,Total,NHPI-NH,D66,22,lev2,72035.2,41.6686,25.5497,64.7304,9.25308,13.5217,0.47676,Asian-NH,3.082,3.0378654940503624,0.0011913013816935436,Higher,Chronic obstructive pulmonary disease
Los Angeles,2016-2018,Total,White-NH,B01,373,lev2,7932390,2.9163,2.6206,3.25391,0.154883,1.3832,0.115127,Hisp,2.108,7.944166376386638,9.992007221626409e-16,Higher,Mouth and oropharynx cancers
Los Angeles,2016-2018,Total,White-NH,B02,405,lev2,7932390,3.08434,2.78539,3.4246,0.156395,1.33224,0.151045,Asian-NH,2.315,8.058380482584313,3.3306690738754696e-16,Higher,Oesophagus cancer
Los Angeles,2016-2018,Total,White-NH,B08,537,lev2,7932390,4.1252,3.77231,4.51943,0.184053,0.690512,0.10963,Asian-NH,5.974,16.032756031431514,0,Higher,Melanoma and other skin cancers
Los Angeles,2016-2018,Total,White-NH,B11,584,lev2,7932390,4.50445,4.13754,4.91238,0.191149,3.34694,0.175395,Hisp,1.346,4.461828527859193,4.0631620935593915e-6,Higher,Ovary cancer
Los Angeles,2016-2018,Total,White-NH,B14,663,lev2,7932390,4.80727,4.44025,5.21433,0.190951,1.94146,0.183157,Asian-NH,2.476,10.831065115103033,0,Higher,Bladder cancer
Los Angeles,2016-2018,Total,White-NH,B15,770,lev2,7932390,6.39329,5.92749,6.90154,0.24212,2.92585,0.242968,Asian-NH,2.185,10.108873404257016,0,Higher,Brain and nervous system cancers
Los Angeles,2016-2018,Total,White-NH,B17,875,lev2,7932390,6.8038,6.34246,7.30622,0.239483,4.13591,0.283507,Asian-NH,1.645,7.188798062101552,3.268496584496461e-13,Higher,Leukaemia
Los Angeles,2016-2018,Total,White-NH,D03,63,lev2,7932390,0.534506,0.403845,0.713651,0.0713762,0.212378,0.0409696,Hisp,2.517,3.914134026331357,4.5364616322318696e-5,Higher,Mental Health disorders
Los Angeles,2016-2018,Total,White-NH,D04,1442,lev2,7932390,16.7993,15.9002,17.7468,0.464976,2.22277,0.232814,Asian-NH,7.558,28.031527265108707,0,Higher,Substance use
Los Angeles,2016-2018,Total,White-NH,D05,9174,lev2,7932390,60.7158,59.4568,62.0115,0.645681,27.8143,0.67237,Asian-NH,2.183,35.29469762409473,0,Higher,Alzheimer’s disease and other dementias
Los Angeles,2016-2018,Total,White-NH,D06,2124,lev2,7932390,16.6123,15.8841,17.3809,0.375667,7.77834,0.379621,Asian-NH,2.136,16.54062404137202,0,Higher,Other neurological conditions
Los Angeles,2016-2018,Total,White-NH,E02,1265,lev2,7932390,13.207,12.4426,14.0181,0.395781,5.16695,0.187957,Hisp,2.556,18.350232721110945,0,Higher,Suicide/Self-harm
Los Angeles,2016-2018,Total,White-NH,Z02,37,lev2,7932390,0.296282,0.20388,0.439024,0.051617,0.235335,0.0468776,Hisp,1.259,0.8740830798594553,0.1910365056202442,Same,Unknown/Missing Value
Madera,2016-2018,Total,Hisp,D01,23,lev2,274942,14.5086,8.95593,22.6273,3.18255,10.9414,1.89838,White-NH,1.326,0.9626160799793106,0.16787011246876993,Same,Diabetes mellitus
Madera,2016-2018,Total,Hisp,D10,36,lev2,274942,25.6417,17.6569,36.2551,4.45975,15.7781,2.27161,White-NH,1.625,1.9707666748015633,0.02437528507419573,Same,Kidney diseases
Madera,2016-2018,Total,Hisp,D11,51,lev2,274942,26.817,19.6466,36.2789,3.94603,19.7444,2.86397,White-NH,1.358,1.45055013984131,0.07345258389010167,Same,Cirrhosis of the liver
Madera,2016-2018,Total,White-NH,A07,46,lev2,173735,14.8204,10.5749,21.0913,2.35119,14.8204,2.35119,White-NH,1,0,0.5,Lowest,Respiratory infections
Madera,2016-2018,Total,White-NH,A99,69,lev2,173735,23.4233,17.8297,31.0003,3.05018,20.7306,3.90915,Hisp,1.13,0.5430657415929064,0.2935422695316299,Same,Other Infectious Diseases
Madera,2016-2018,Total,White-NH,B04,36,lev2,173735,11.2762,7.8203,16.7567,1.92693,11.2762,1.92693,White-NH,1,0,0.5,Lowest,Colon and rectum cancers
Madera,2016-2018,Total,White-NH,B05,30,lev2,173735,8.86383,5.97285,13.8008,1.62302,8.86383,1.62302,White-NH,1,0,0.5,Lowest,Liver cancer
Madera,2016-2018,Total,White-NH,B06,29,lev2,173735,9.05549,5.93741,14.2665,1.76189,9.05549,1.76189,White-NH,1,0,0.5,Lowest,Pancreas cancer
Madera,2016-2018,Total,White-NH,B07,110,lev2,173735,33.3863,27.3022,41.2844,3.26069,33.3863,3.26069,White-NH,1,0,0.5,Lowest,"Trachea, bronchus and lung cancers"
Madera,2016-2018,Total,White-NH,B09,39,lev2,173735,12.6311,8.75055,18.5657,2.16426,12.6311,2.16426,White-NH,1,0,0.5,Lowest,Breast cancer
Madera,2016-2018,Total,White-NH,B12,36,lev2,173735,10.6355,7.44146,15.8295,1.7772,10.6355,1.7772,White-NH,1,0,0.5,Lowest,Prostate cancer
Madera,2016-2018,Total,White-NH,B16,26,lev2,173735,8.06342,5.21995,13.0051,1.61158,8.06342,1.61158,White-NH,1,0,0.5,Lowest,Lymphomas and multiple myeloma
Madera,2016-2018,Total,White-NH,B99,66,lev2,173735,20.6481,15.8192,27.3889,2.62906,16.1141,3.29573,Hisp,1.281,1.0754530617120355,0.14108596815245256,Same,Other malignant neoplasms
Madera,2016-2018,Total,White-NH,C01,107,lev2,173735,31.6688,25.8179,39.3302,3.13804,30.803,4.94545,Hisp,1.028,0.1478224244196229,0.4412414558156411,Same,Hypertensive heart disease
Madera,2016-2018,Total,White-NH,C02,285,lev2,173735,85.7455,75.9137,97.2757,5.16848,58.7256,6.85092,Hisp,1.46,3.1484906106697776,8.205799774755329e-4,Higher,Ischaemic heart disease
Madera,2016-2018,Total,White-NH,C03,124,lev2,173735,37.3591,30.9252,45.5888,3.438,30.9229,4.93695,Hisp,1.208,1.0698313591448436,0.1423476120802586,Same,Stroke
Madera,2016-2018,Total,White-NH,C05,51,lev2,173735,15.0809,11.1866,20.9037,2.13677,15.0809,2.13677,White-NH,1,0,0.5,Lowest,Congestive heart failure
Madera,2016-2018,Total,White-NH,C99,72,lev2,173735,22.6135,17.5007,29.6319,2.77692,19.6185,3.85559,Hisp,1.153,0.6303257758008394,0.26424073104559875,Same,Other or unspecified cardiovascular diseases
Madera,2016-2018,Total,White-NH,D02,36,lev2,173735,11.8851,8.06504,17.7919,2.14103,11.8851,2.14103,White-NH,1,0,0.5,Lowest,"Endocrine, blood, immune disorders"
Madera,2016-2018,Total,White-NH,D04,37,lev2,173735,18.8717,12.7512,27.3698,3.43389,18.8717,3.43389,White-NH,1,0,0.5,Lowest,Substance use
Madera,2016-2018,Total,White-NH,D05,208,lev2,173735,61.257,53.1627,71.0614,4.27586,40.6414,5.93815,Hisp,1.507,2.8173326151051707,0.002421217408798748,Higher,Alzheimer’s disease and other dementias
Madera,2016-2018,Total,White-NH,D06,43,lev2,173735,12.8855,9.31635,18.4151,1.97039,12.8855,1.97039,White-NH,1,0,0.5,Lowest,Other neurological conditions
Madera,2016-2018,Total,White-NH,D09,29,lev2,173735,8.39223,5.61424,13.2239,1.56227,8.39223,1.56227,White-NH,1,0,0.5,Lowest,Digestive diseases (excluding cirrhosis)
Madera,2016-2018,Total,White-NH,D66,167,lev2,173735,50.6507,43.0857,59.9775,4.01579,50.6507,4.01579,White-NH,1,0,0.5,Lowest,Chronic obstructive pulmonary disease
Madera,2016-2018,Total,White-NH,D68,60,lev2,173735,19.1737,14.4325,25.8618,2.59232,19.1737,2.59232,White-NH,1,0,0.5,Lowest,Other respiratory diseases
Madera,2016-2018,Total,White-NH,D99,38,lev2,173735,11.8016,8.27344,17.3404,1.9622,11.8016,1.9622,White-NH,1,0,0.5,Lowest,Other Chronic Conditions
