countyName,ccsName,nHosp
Lake,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),220
Lake,Poisoning by other medications and drugs,38
Lake,Poisoning by psychotropic agents,23
Lake,Pulmonary heart disease,46
Lake,Regional enteritis and ulcerative colitis,26
Lake,Respiratory failure; insufficiency; arrest (adult),152
Lake,Schizophrenia and other psychotic disorders,121
Lake,Secondary malignancies,39
Lake,Septicemia (except in labor),609
Lake,Skin and subcutaneous tissue infections,192
Lake,Skull and face fractures,24
Lake,Spondylosis; intervertebral disc disorders; other back problems,117
Lake,Substance-related disorders,39
Lake,Suicide and intentional self-inflicted injury,22
Lake,Syncope,23
Lake,Transient cerebral ischemia,45
Lake,Urinary tract infections,119
Lassen,Acute and unspecified renal failure,21
Lassen,Asthma,24
Lassen,Chronic obstructive pulmonary disease and bronchiectasis,45
Lassen,Complication of device; implant or graft,36
Lassen,Congestive heart failure; nonhypertensive,23
Lassen,Diabetes mellitus with complications,52
Lassen,Fluid and electrolyte disorders,22
Lassen,Intestinal infection,26
Lassen,Mood disorders,71
Lassen,Osteoarthritis,76
Lassen,Pancreatic disorders (not diabetes),26
Lassen,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),76
Lassen,Respiratory failure; insufficiency; arrest (adult),29
Lassen,Schizophrenia and other psychotic disorders,41
Lassen,Septicemia (except in labor),80
Lassen,Skin and subcutaneous tissue infections,53
Lassen,Urinary tract infections,27
Los Angeles,Abdominal hernia,4877
Los Angeles,Abdominal pain,3330
Los Angeles,Acquired foot deformities,126
Los Angeles,Acute and chronic tonsillitis,915
Los Angeles,Acute and unspecified renal failure,11996
Los Angeles,Acute bronchitis,3986
Los Angeles,Acute cerebrovascular disease,17430
Los Angeles,Acute myocardial infarction,16079
Los Angeles,Acute posthemorrhagic anemia,1071
Los Angeles,Adjustment disorders,688
Los Angeles,Administrative/social admission,133
Los Angeles,Alcohol-related disorders,11250
Los Angeles,Allergic reactions,729
Los Angeles,Anal and rectal conditions,1418
Los Angeles,Anxiety disorders,778
Los Angeles,Aortic and peripheral arterial embolism or thrombosis,421
Los Angeles,Aortic; peripheral; and visceral artery aneurysms,1602
Los Angeles,Appendicitis and other appendiceal conditions,10057
Los Angeles,Aspiration pneumonitis; food/vomitus,4765
Los Angeles,Asthma,5899
Los Angeles,"Attention-deficit, conduct, and disruptive behavior disorders",151
Los Angeles,Bacterial infection; unspecified site,540
Los Angeles,Benign neoplasm of uterus,5233
Los Angeles,Biliary tract disease,15392
Los Angeles,Blindness and vision defects,160
Los Angeles,Burns,816
Los Angeles,Calculus of urinary tract,1423
Los Angeles,Cancer of bladder,754
Los Angeles,Cancer of bone and connective tissue,425
Los Angeles,Cancer of brain and nervous system,1014
Los Angeles,Cancer of breast,2125
Los Angeles,Cancer of bronchus; lung,2554
Los Angeles,Cancer of cervix,577
Los Angeles,Cancer of colon,2447
Los Angeles,Cancer of esophagus,283
Los Angeles,Cancer of head and neck,775
Los Angeles,Cancer of kidney and renal pelvis,1161
Los Angeles,Cancer of liver and intrahepatic bile duct,930
Los Angeles,Cancer of other female genital organs,159
Los Angeles,Cancer of other GI organs; peritoneum,692
Los Angeles,Cancer of other male genital organs,39
Los Angeles,Cancer of other urinary organs,83
Los Angeles,Cancer of ovary,879
Los Angeles,Cancer of pancreas,980
Los Angeles,Cancer of prostate,2004
Los Angeles,Cancer of rectum and anus,1196
Los Angeles,Cancer of stomach,1142
Los Angeles,Cancer of testis,92
Los Angeles,Cancer of thyroid,748
Los Angeles,Cancer of uterus,1164
Los Angeles,Cancer; other and unspecified primary,227
Los Angeles,Cancer; other respiratory and intrathoracic,42
Los Angeles,Cardiac and circulatory congenital anomalies,1274
Los Angeles,Cardiac arrest and ventricular fibrillation,609
Los Angeles,Cardiac dysrhythmias,13912
Los Angeles,Chronic kidney disease,301
Los Angeles,Chronic obstructive pulmonary disease and bronchiectasis,12941
Los Angeles,Chronic ulcer of skin,1347
Los Angeles,Coagulation and hemorrhagic disorders,1168
Los Angeles,Coma; stupor; and brain damage,169
Los Angeles,Complication of device; implant or graft,15542
Los Angeles,Complications of surgical procedures or medical care,13199
Los Angeles,Conditions associated with dizziness or vertigo,1783
Los Angeles,Conduction disorders,1616
Los Angeles,Congestive heart failure; nonhypertensive,20046
Los Angeles,Contraceptive and procreative management,31
Los Angeles,Coronary atherosclerosis and other heart disease,9806
Los Angeles,Crushing injury or internal injury,2541
Los Angeles,Cystic fibrosis,217
Los Angeles,Deficiency and other anemia,5889
Los Angeles,"Delirium, dementia, and amnestic and other cognitive disorders",2032
Los Angeles,Developmental disorders,35
Los Angeles,Diabetes mellitus with complications,16387
Los Angeles,Diabetes mellitus without complication,137
Los Angeles,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,4225
Los Angeles,Digestive congenital anomalies,560
Los Angeles,Diseases of mouth; excluding dental,559
Los Angeles,Diseases of white blood cells,1371
Los Angeles,Disorders of lipid metabolism,50
Los Angeles,Disorders of teeth and jaw,739
Los Angeles,"Disorders usually diagnosed in infancy, childhood, or adolescence",218
Los Angeles,Diverticulosis and diverticulitis,6157
Los Angeles,Early or threatened labor,5299
Los Angeles,Ectopic pregnancy,866
Los Angeles,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),389
Los Angeles,Endometriosis,706
Los Angeles,Epilepsy; convulsions,8198
Los Angeles,Esophageal disorders,3916
Los Angeles,Essential hypertension,1652
Los Angeles,Fetal distress and abnormal forces of labor,4478
Los Angeles,Fetopelvic disproportion; obstruction,1572
Los Angeles,Fever of unknown origin,866
Los Angeles,Fluid and electrolyte disorders,10473
Los Angeles,Forceps delivery,71
Los Angeles,Fracture of lower limb,6790
Los Angeles,Fracture of neck of femur (hip),7540
Los Angeles,Fracture of upper limb,5231
Los Angeles,Gangrene,668
Los Angeles,Gastritis and duodenitis,2825
Los Angeles,Gastroduodenal ulcer (except hemorrhage),1048
Los Angeles,Gastrointestinal hemorrhage,9945
Los Angeles,Genitourinary congenital anomalies,294
Los Angeles,Genitourinary symptoms and ill-defined conditions,897
Los Angeles,Glaucoma,58
Los Angeles,Gout and other crystal arthropathies,452
Los Angeles,Headache; including migraine,2004
Los Angeles,Heart valve disorders,3404
Los Angeles,Hemolytic jaundice and perinatal jaundice,1663
Los Angeles,Hemorrhage during pregnancy; abruptio placenta; placenta previa,1708
Los Angeles,Hemorrhoids,867
Los Angeles,Hepatitis,635
Los Angeles,HIV infection,995
Los Angeles,Hodgkin`s disease,133
Los Angeles,Hyperplasia of prostate,1417
Los Angeles,Hypertension with complications and secondary hypertension,12591
Los Angeles,Immunity disorders,150
Los Angeles,Immunizations and screening for infectious disease,43
Los Angeles,"Impulse control disorders, NEC",174
Los Angeles,Induced abortion,125
Los Angeles,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),2866
Los Angeles,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),470
Los Angeles,Inflammatory conditions of male genital organs,745
Los Angeles,Inflammatory diseases of female pelvic organs,818
Los Angeles,Influenza,1874
Los Angeles,Intestinal infection,4803
Los Angeles,Intestinal obstruction without hernia,8683
Los Angeles,Intracranial injury,6406
Los Angeles,Intrauterine hypoxia and birth asphyxia,44
Los Angeles,Joint disorders and dislocations; trauma-related,636
Los Angeles,Late effects of cerebrovascular disease,3402
Los Angeles,Leukemias,1476
Los Angeles,Lung disease due to external agents,144
Los Angeles,Lymphadenitis,476
Los Angeles,Maintenance chemotherapy; radiotherapy,5128
Los Angeles,Malaise and fatigue,1481
Los Angeles,Malignant neoplasm without specification of site,277
Los Angeles,Malposition; malpresentation,4370
Los Angeles,Medical examination/evaluation,38
Los Angeles,Melanomas of skin,104
Los Angeles,Meningitis (except that caused by tuberculosis or sexually transmitted disease),878
Los Angeles,Menopausal disorders,164
Los Angeles,Menstrual disorders,708
Los Angeles,Miscellaneous mental health disorders,581
Los Angeles,Mood disorders,30224
Los Angeles,Multiple myeloma,521
Los Angeles,Multiple sclerosis,668
Los Angeles,Mycoses,590
Los Angeles,Nausea and vomiting,826
Los Angeles,Neoplasms of unspecified nature or uncertain behavior,1328
Los Angeles,Nephritis; nephrosis; renal sclerosis,394
Los Angeles,Nervous system congenital anomalies,209
Los Angeles,Non-Hodgkin`s lymphoma,1250
Los Angeles,Noninfectious gastroenteritis,3408
Los Angeles,Nonmalignant breast conditions,627
Los Angeles,Nonspecific chest pain,14974
Los Angeles,Nutritional deficiencies,388
Los Angeles,Occlusion or stenosis of precerebral arteries,1176
Los Angeles,Open wounds of extremities,1535
Los Angeles,Open wounds of head; neck; and trunk,1514
Los Angeles,Osteoarthritis,20285
Los Angeles,Other acquired deformities,1519
Los Angeles,Other aftercare,3318
Los Angeles,Other and ill-defined cerebrovascular disease,568
Los Angeles,Other and ill-defined heart disease,222
Los Angeles,Other and unspecified benign neoplasm,3729
Los Angeles,Other bone disease and musculoskeletal deformities,2088
Los Angeles,Other circulatory disease,2143
Los Angeles,Other CNS infection and poliomyelitis,233
Los Angeles,Other congenital anomalies,1098
Los Angeles,Other connective tissue disease,3222
Los Angeles,Other diseases of bladder and urethra,513
Los Angeles,Other diseases of kidney and ureters,3004
Los Angeles,Other diseases of veins and lymphatics,454
Los Angeles,Other disorders of stomach and duodenum,1295
Los Angeles,Other ear and sense organ disorders,265
Los Angeles,Other endocrine disorders,1790
Los Angeles,Other eye disorders,333
Los Angeles,Other female genital disorders,1596
Los Angeles,Other fractures,6175
Los Angeles,Other gastrointestinal disorders,5499
Los Angeles,Other hematologic conditions,138
Los Angeles,Other hereditary and degenerative nervous system conditions,648
Los Angeles,Other infections; including parasitic,195
Los Angeles,Other inflammatory condition of skin,356
Los Angeles,Other injuries and conditions due to external causes,2984
Los Angeles,Other liver diseases,4635
Los Angeles,Other lower respiratory disease,2608
Los Angeles,Other male genital disorders,373
Los Angeles,Other nervous system disorders,10053
Los Angeles,Other non-epithelial cancer of skin,180
Los Angeles,Other non-traumatic joint disorders,1028
Los Angeles,Other nutritional; endocrine; and metabolic disorders,5259
Los Angeles,Other perinatal conditions,1823
Los Angeles,Other pregnancy and delivery including normal,7792
Los Angeles,Other screening for suspected conditions (not mental disorders or infectious disease),283
Los Angeles,Other skin disorders,497
Los Angeles,Other upper respiratory disease,1222
Los Angeles,Other upper respiratory infections,2214
Los Angeles,Otitis media and related conditions,389
Los Angeles,Ovarian cyst,1071
Los Angeles,Pancreatic disorders (not diabetes),8587
Los Angeles,Paralysis,691
Los Angeles,Parkinson`s disease,557
Los Angeles,Pathological fracture,1802
Los Angeles,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),1979
Los Angeles,Peripheral and visceral atherosclerosis,2086
Los Angeles,Peritonitis and intestinal abscess,745
Los Angeles,Personality disorders,46
Los Angeles,Phlebitis; thrombophlebitis and thromboembolism,2884
Los Angeles,Pleurisy; pneumothorax; pulmonary collapse,2428
Los Angeles,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),17847
Los Angeles,Poisoning by nonmedicinal substances,442
Los Angeles,Poisoning by other medications and drugs,1561
Los Angeles,Poisoning by psychotropic agents,779
Los Angeles,Prolapse of female genital organs,1348
Los Angeles,Pulmonary heart disease,3294
Los Angeles,Regional enteritis and ulcerative colitis,2260
Los Angeles,Rehabilitation care; fitting of prostheses; and adjustment of devices,43
Los Angeles,Residual codes; unclassified,2184
Los Angeles,Respiratory distress syndrome,82
Los Angeles,Respiratory failure; insufficiency; arrest (adult),11049
Los Angeles,Retinal detachments; defects; vascular occlusion; and retinopathy,154
Los Angeles,Rheumatoid arthritis and related disease,389
Los Angeles,Schizophrenia and other psychotic disorders,32043
Los Angeles,Secondary malignancies,5102
Los Angeles,Septicemia (except in labor),67463
Los Angeles,Sexually transmitted infections (not HIV or hepatitis),154
Los Angeles,Shock,417
Los Angeles,Short gestation; low birth weight; and fetal growth retardation,267
Los Angeles,Sickle cell anemia,2145
Los Angeles,Skin and subcutaneous tissue infections,14667
Los Angeles,Skull and face fractures,2074
Los Angeles,Spinal cord injury,289
Los Angeles,Spondylosis; intervertebral disc disorders; other back problems,12629
Los Angeles,Spontaneous abortion,738
Los Angeles,Sprains and strains,622
Los Angeles,Substance-related disorders,5238
Los Angeles,Suicide and intentional self-inflicted injury,1745
Los Angeles,Superficial injury; contusion,1397
Los Angeles,Syncope,4267
Los Angeles,Systemic lupus erythematosus and connective tissue disorders,1068
Los Angeles,Thyroid disorders,972
Los Angeles,Transient cerebral ischemia,3770
Los Angeles,Tuberculosis,430
Los Angeles,Umbilical cord complication,5309
Los Angeles,Urinary tract infections,14621
Los Angeles,Varicose veins of lower extremity,110
Los Angeles,Viral infection,1656
Los Angeles,NA,342
Madera,Abdominal hernia,83
Madera,Abdominal pain,41
Madera,Acute and unspecified renal failure,202
Madera,Acute bronchitis,77
Madera,Acute cerebrovascular disease,245
Madera,Acute myocardial infarction,279
Madera,Alcohol-related disorders,87
Madera,Anal and rectal conditions,21
Madera,Aortic; peripheral; and visceral artery aneurysms,31
Madera,Appendicitis and other appendiceal conditions,142
Madera,Aspiration pneumonitis; food/vomitus,37
Madera,Asthma,97
Madera,Benign neoplasm of uterus,47
Madera,Biliary tract disease,207
Madera,Cancer of bronchus; lung,46
Madera,Cancer of colon,33
Madera,Cancer of prostate,23
Madera,Cardiac and circulatory congenital anomalies,27
Madera,Cardiac dysrhythmias,171
Madera,Chronic obstructive pulmonary disease and bronchiectasis,157
Madera,Chronic ulcer of skin,24
Madera,Complication of device; implant or graft,223
Madera,Complications of surgical procedures or medical care,208
Madera,Conduction disorders,24
Madera,Congestive heart failure; nonhypertensive,244
Madera,Coronary atherosclerosis and other heart disease,128
Madera,Crushing injury or internal injury,45
Madera,Deficiency and other anemia,66
Madera,Diabetes mellitus with complications,227
Madera,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,97
Madera,Diverticulosis and diverticulitis,72
Madera,Early or threatened labor,99
Madera,Epilepsy; convulsions,105
Madera,Esophageal disorders,34
Madera,Fetal distress and abnormal forces of labor,87
Madera,Fetopelvic disproportion; obstruction,39
Madera,Fluid and electrolyte disorders,131
Madera,Fracture of lower limb,109
Madera,Fracture of neck of femur (hip),137
Madera,Fracture of upper limb,53
Madera,Gastritis and duodenitis,25
Madera,Gastrointestinal hemorrhage,129
Madera,Heart valve disorders,49
Madera,Hemolytic jaundice and perinatal jaundice,32
Madera,Hemorrhage during pregnancy; abruptio placenta; placenta previa,26
Madera,Hypertension with complications and secondary hypertension,132
Madera,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),32
Madera,Intestinal infection,68
Madera,Intestinal obstruction without hernia,119
Madera,Intracranial injury,90
Madera,Late effects of cerebrovascular disease,54
Madera,Maintenance chemotherapy; radiotherapy,69
Madera,Malposition; malpresentation,56
Madera,Meningitis (except that caused by tuberculosis or sexually transmitted disease),22
Madera,Menstrual disorders,21
Madera,Mood disorders,220
Madera,Noninfectious gastroenteritis,35
Madera,Nonspecific chest pain,68
Madera,Occlusion or stenosis of precerebral arteries,32
Madera,Osteoarthritis,350
Madera,Other acquired deformities,30
Madera,Other aftercare,126
Madera,Other and unspecified benign neoplasm,68
Madera,Other congenital anomalies,28
Madera,Other connective tissue disease,54
Madera,Other diseases of kidney and ureters,23
Madera,Other disorders of stomach and duodenum,24
Madera,Other fractures,97
Madera,Other gastrointestinal disorders,71
Madera,Other injuries and conditions due to external causes,35
Madera,Other liver diseases,78
Madera,Other lower respiratory disease,35
Madera,Other nervous system disorders,135
Madera,Other nutritional; endocrine; and metabolic disorders,129
Madera,Other perinatal conditions,106
Madera,Other pregnancy and delivery including normal,153
Madera,Other upper respiratory infections,29
Madera,Pancreatic disorders (not diabetes),123
Madera,Peripheral and visceral atherosclerosis,39
Madera,Phlebitis; thrombophlebitis and thromboembolism,36
Madera,Pleurisy; pneumothorax; pulmonary collapse,36
Madera,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),251
Madera,Poisoning by other medications and drugs,32
Madera,Prolapse of female genital organs,35
Madera,Pulmonary heart disease,43
Madera,Regional enteritis and ulcerative colitis,34
Madera,Residual codes; unclassified,33
Madera,Respiratory failure; insufficiency; arrest (adult),133
Madera,Schizophrenia and other psychotic disorders,140
Madera,Secondary malignancies,56
Madera,Septicemia (except in labor),775
Madera,Short gestation; low birth weight; and fetal growth retardation,32
Madera,Skin and subcutaneous tissue infections,201
Madera,Skull and face fractures,30
Madera,Spondylosis; intervertebral disc disorders; other back problems,251
Madera,Suicide and intentional self-inflicted injury,26
Madera,Syncope,24
Madera,Transient cerebral ischemia,47
Madera,Umbilical cord complication,99
Madera,Urinary tract infections,166
Madera,Viral infection,28
Marin,Abdominal hernia,106
Marin,Abdominal pain,42
Marin,Acute and unspecified renal failure,152
Marin,Acute bronchitis,37
Marin,Acute cerebrovascular disease,422
Marin,Acute myocardial infarction,320
Marin,Alcohol-related disorders,299
Marin,Anal and rectal conditions,23
Marin,Aortic; peripheral; and visceral artery aneurysms,66
Marin,Appendicitis and other appendiceal conditions,157
Marin,Aspiration pneumonitis; food/vomitus,113
Marin,Asthma,58
Marin,Benign neoplasm of uterus,35
Marin,Biliary tract disease,193
Marin,Calculus of urinary tract,21
Marin,Cancer of bladder,30
Marin,Cancer of brain and nervous system,39
Marin,Cancer of breast,41
Marin,Cancer of bronchus; lung,53
Marin,Cancer of colon,89
Marin,Cancer of head and neck,26
Marin,Cancer of pancreas,25
Marin,Cancer of prostate,66
Marin,Cancer of rectum and anus,31
Marin,Cancer of uterus,27
Marin,Cardiac and circulatory congenital anomalies,26
Marin,Cardiac arrest and ventricular fibrillation,21
Marin,Cardiac dysrhythmias,336
Marin,Chronic obstructive pulmonary disease and bronchiectasis,162
Marin,Complication of device; implant or graft,331
Marin,Complications of surgical procedures or medical care,235
Marin,Conduction disorders,51
Marin,Congestive heart failure; nonhypertensive,378
Marin,Coronary atherosclerosis and other heart disease,138
Marin,Crushing injury or internal injury,45
Marin,Deficiency and other anemia,78
Marin,"Delirium, dementia, and amnestic and other cognitive disorders",24
Marin,Diabetes mellitus with complications,184
Marin,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,90
Marin,Diseases of white blood cells,33
Marin,Diverticulosis and diverticulitis,144
Marin,Early or threatened labor,65
Marin,Epilepsy; convulsions,172
Marin,Esophageal disorders,75
Marin,Fetal distress and abnormal forces of labor,131
Marin,Fetopelvic disproportion; obstruction,34
Marin,Fever of unknown origin,28
Marin,Fluid and electrolyte disorders,154
Marin,Fracture of lower limb,163
Marin,Fracture of neck of femur (hip),297
Marin,Fracture of upper limb,98
Marin,Gastroduodenal ulcer (except hemorrhage),33
Marin,Gastrointestinal hemorrhage,216
Marin,Headache; including migraine,48
Marin,Heart valve disorders,136
Marin,Hemolytic jaundice and perinatal jaundice,36
Marin,Hemorrhage during pregnancy; abruptio placenta; placenta previa,27
Marin,Hyperplasia of prostate,32
Marin,Hypertension with complications and secondary hypertension,121
Marin,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),61
Marin,Influenza,51
Marin,Intestinal infection,119
Marin,Intestinal obstruction without hernia,246
Marin,Intracranial injury,184
Marin,Joint disorders and dislocations; trauma-related,22
Marin,Late effects of cerebrovascular disease,93
Marin,Maintenance chemotherapy; radiotherapy,149
Marin,Malaise and fatigue,21
Marin,Malposition; malpresentation,97
Marin,Miscellaneous mental health disorders,35
Marin,Mood disorders,553
Marin,Neoplasms of unspecified nature or uncertain behavior,29
Marin,Nephritis; nephrosis; renal sclerosis,26
Marin,Non-Hodgkin`s lymphoma,32
Marin,Noninfectious gastroenteritis,40
Marin,Nonspecific chest pain,69
Marin,Occlusion or stenosis of precerebral arteries,47
Marin,Osteoarthritis,1421
Marin,Other acquired deformities,63
Marin,Other aftercare,62
Marin,Other and unspecified benign neoplasm,86
Marin,Other bone disease and musculoskeletal deformities,35
Marin,Other circulatory disease,26
Marin,Other congenital anomalies,33
Marin,Other connective tissue disease,95
Marin,Other diseases of kidney and ureters,43
Marin,Other disorders of stomach and duodenum,41
Marin,Other endocrine disorders,27
Marin,Other fractures,227
Marin,Other gastrointestinal disorders,104
Marin,Other injuries and conditions due to external causes,44
Marin,Other liver diseases,55
Marin,Other lower respiratory disease,50
Marin,Other nervous system disorders,180
Marin,Other nutritional; endocrine; and metabolic disorders,71
Marin,Other perinatal conditions,33
Marin,Other pregnancy and delivery including normal,37
Marin,Other upper respiratory disease,21
Marin,Other upper respiratory infections,27
Marin,Pancreatic disorders (not diabetes),162
Marin,Paralysis,27
Marin,Pathological fracture,26
Marin,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),47
Marin,Peripheral and visceral atherosclerosis,74
Marin,Phlebitis; thrombophlebitis and thromboembolism,49
Marin,Pleurisy; pneumothorax; pulmonary collapse,54
Marin,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),314
Marin,Poisoning by other medications and drugs,41
Marin,Pulmonary heart disease,108
Marin,Regional enteritis and ulcerative colitis,60
Marin,Residual codes; unclassified,65
Marin,Respiratory failure; insufficiency; arrest (adult),121
Marin,Schizophrenia and other psychotic disorders,298
Marin,Secondary malignancies,102
Marin,Septicemia (except in labor),1317
Marin,Skin and subcutaneous tissue infections,301
Marin,Skull and face fractures,34
Marin,Spondylosis; intervertebral disc disorders; other back problems,386
Marin,Sprains and strains,21
Marin,Substance-related disorders,46
Marin,Suicide and intentional self-inflicted injury,73
Marin,Superficial injury; contusion,31
Marin,Syncope,36
Marin,Transient cerebral ischemia,68
Marin,Umbilical cord complication,85
Marin,Urinary tract infections,202
Marin,Viral infection,28
Mariposa,Acute cerebrovascular disease,36
Mariposa,Acute myocardial infarction,58
Mariposa,Biliary tract disease,21
Mariposa,Cardiac dysrhythmias,66
Mariposa,Chronic obstructive pulmonary disease and bronchiectasis,33
Mariposa,Complication of device; implant or graft,39
Mariposa,Complications of surgical procedures or medical care,33
Mariposa,Congestive heart failure; nonhypertensive,41
Mariposa,Diabetes mellitus with complications,22
Mariposa,Fracture of neck of femur (hip),26
Mariposa,Gastrointestinal hemorrhage,30
Mariposa,Intracranial injury,24
Mariposa,Mood disorders,30
Mariposa,Osteoarthritis,100
Mariposa,Other aftercare,22
Mariposa,Other fractures,36
Mariposa,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),52
Mariposa,Septicemia (except in labor),96
Mariposa,Skin and subcutaneous tissue infections,28
Mariposa,Spondylosis; intervertebral disc disorders; other back problems,51
Mariposa,Urinary tract infections,26
Mendocino,Abdominal hernia,51
Mendocino,Acute and unspecified renal failure,91
Mendocino,Acute cerebrovascular disease,155
Mendocino,Acute myocardial infarction,158
Mendocino,Alcohol-related disorders,85
Mendocino,Aortic; peripheral; and visceral artery aneurysms,26
Mendocino,Appendicitis and other appendiceal conditions,100
Mendocino,Aspiration pneumonitis; food/vomitus,46
Mendocino,Asthma,26
Mendocino,Benign neoplasm of uterus,27
Mendocino,Biliary tract disease,137
Mendocino,Cancer of bronchus; lung,23
Mendocino,Cancer of colon,37
Mendocino,Cardiac dysrhythmias,142
Mendocino,Chronic obstructive pulmonary disease and bronchiectasis,96
Mendocino,Chronic ulcer of skin,22
Mendocino,Coagulation and hemorrhagic disorders,23
Mendocino,Complication of device; implant or graft,190
Mendocino,Complications of surgical procedures or medical care,138
Mendocino,Congestive heart failure; nonhypertensive,176
Mendocino,Coronary atherosclerosis and other heart disease,72
Mendocino,Crushing injury or internal injury,30
Mendocino,Deficiency and other anemia,29
Mendocino,Diabetes mellitus with complications,128
Mendocino,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,51
Mendocino,Diverticulosis and diverticulitis,92
Mendocino,Early or threatened labor,38
Mendocino,Epilepsy; convulsions,53
Mendocino,Esophageal disorders,43
Mendocino,Fetal distress and abnormal forces of labor,29
Mendocino,Fluid and electrolyte disorders,70
Mendocino,Fracture of lower limb,109
Mendocino,Fracture of neck of femur (hip),165
Mendocino,Fracture of upper limb,71
Mendocino,Gastrointestinal hemorrhage,101
Mendocino,Heart valve disorders,50
Mendocino,Hemolytic jaundice and perinatal jaundice,21
Mendocino,Hypertension with complications and secondary hypertension,89
Mendocino,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),43
Mendocino,Intestinal infection,46
Mendocino,Intestinal obstruction without hernia,111
Mendocino,Intracranial injury,68
Mendocino,Late effects of cerebrovascular disease,33
Mendocino,Maintenance chemotherapy; radiotherapy,59
Mendocino,Malposition; malpresentation,26
Mendocino,Mood disorders,254
Mendocino,Nonspecific chest pain,33
Mendocino,Occlusion or stenosis of precerebral arteries,50
Mendocino,Osteoarthritis,415
Mendocino,Other acquired deformities,26
Mendocino,Other aftercare,90
Mendocino,Other and unspecified benign neoplasm,29
Mendocino,Other connective tissue disease,54
Mendocino,Other diseases of kidney and ureters,30
Mendocino,Other fractures,104
Mendocino,Other gastrointestinal disorders,27
Mendocino,Other injuries and conditions due to external causes,38
Mendocino,Other liver diseases,36
Mendocino,Other lower respiratory disease,37
Mendocino,Other nervous system disorders,81
Mendocino,Other nutritional; endocrine; and metabolic disorders,60
Mendocino,Other pregnancy and delivery including normal,27
Mendocino,Pancreatic disorders (not diabetes),57
Mendocino,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),23
Mendocino,Peripheral and visceral atherosclerosis,36
Mendocino,Pleurisy; pneumothorax; pulmonary collapse,23
Mendocino,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),260
Mendocino,Pulmonary heart disease,53
Mendocino,Regional enteritis and ulcerative colitis,26
Mendocino,Residual codes; unclassified,35
Mendocino,Respiratory failure; insufficiency; arrest (adult),164
Mendocino,Schizophrenia and other psychotic disorders,108
Mendocino,Secondary malignancies,49
Mendocino,Septicemia (except in labor),533
Mendocino,Skin and subcutaneous tissue infections,208
Mendocino,Skull and face fractures,26
Mendocino,Spondylosis; intervertebral disc disorders; other back problems,156
Mendocino,Substance-related disorders,31
Mendocino,Suicide and intentional self-inflicted injury,25
Mendocino,Syncope,25
Mendocino,Umbilical cord complication,40
Mendocino,Urinary tract infections,87
Merced,Abdominal hernia,113
Merced,Abdominal pain,79
Merced,Acute and unspecified renal failure,334
Merced,Acute bronchitis,121
Merced,Acute cerebrovascular disease,431
Merced,Acute myocardial infarction,449
Merced,Adjustment disorders,59
Merced,Alcohol-related disorders,166
Merced,Anal and rectal conditions,35
Merced,Anxiety disorders,22
Merced,Aortic; peripheral; and visceral artery aneurysms,38
Merced,Appendicitis and other appendiceal conditions,256
Merced,Aspiration pneumonitis; food/vomitus,116
Merced,Asthma,138
Merced,Benign neoplasm of uterus,98
Merced,Biliary tract disease,389
Merced,Burns,30
Merced,Cancer of brain and nervous system,24
Merced,Cancer of breast,26
Merced,Cancer of bronchus; lung,58
Merced,Cancer of colon,60
Merced,Cancer of kidney and renal pelvis,38
Merced,Cancer of pancreas,23
Merced,Cancer of prostate,32
Merced,Cancer of rectum and anus,28
Merced,Cardiac and circulatory congenital anomalies,32
Merced,Cardiac dysrhythmias,335
Merced,Chronic obstructive pulmonary disease and bronchiectasis,444
Merced,Chronic ulcer of skin,31
Merced,Coagulation and hemorrhagic disorders,36
Merced,Complication of device; implant or graft,391
Merced,Complications of surgical procedures or medical care,354
Merced,Conditions associated with dizziness or vertigo,27
Merced,Conduction disorders,43
Merced,Congestive heart failure; nonhypertensive,667
Merced,Coronary atherosclerosis and other heart disease,274
Merced,Crushing injury or internal injury,80
Merced,Deficiency and other anemia,120
Merced,"Delirium, dementia, and amnestic and other cognitive disorders",31
Merced,Diabetes mellitus with complications,526
